Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,Estimates Start After
San Marino,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Euro Data last updated: 09/2019,8.078,8.095,2017
San Marino,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Euro Data last updated: 09/2019,0.034,0.034,2017
São Tomé and Príncipe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.43,0.463,2017
São Tomé and Príncipe,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.753,0.795,2017
São Tomé and Príncipe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,933.38","2,036.12",2011
São Tomé and Príncipe,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.001,0.001,2017
São Tomé and Príncipe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2017. The authorities' latest unemployment data are from 2012; the unemployment data submitted for this round of WEO are from International Labor Organization (available up to 2017). Employment type: National definition Primary domestic currency: São Tomé and Príncipe dobra Data last updated: 09/2019,n/a,n/a,2017
São Tomé and Príncipe,Population,Persons,Millions,Source: International Financial Institution. World Development Indicators. Latest actual data: 2011. WDI will need to be updated to reflect the results of the 2012 Census Notes: Data revised to use the United Nations/World Bank database from 1980. Primary domestic currency: São Tomé and Príncipe dobra Data last updated: 09/2019,0.222,0.227,2011
Saudi Arabia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",779.289,783.337,2018
Saudi Arabia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,898.51","1,978.48",2018
Saudi Arabia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","22,865.18","22,533.26",2017
Saudi Arabia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",1.338,1.323,2018
Saudi Arabia,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT) Latest actual data: 2018 Employment type: Harmonized ILO definition. unemployment rate updated to include expat workers, previously only nationals Primary domestic currency: Saudi Arabian riyal Data last updated: 09/2019",n/a,n/a,2018
Saudi Arabia,Population,Persons,Millions,"Source: National Statistics Office. General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT) Latest actual data: 2017 Primary domestic currency: Saudi Arabian riyal Data last updated: 09/2019",34.082,34.764,2017
Senegal,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",23.94,25.768,2018
Senegal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",64.6,70.33,2018
Senegal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,427.87","1,494.31",2017
Senegal,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.046,0.047,2018
Senegal,Unemployment rate,Percent of total labor force,,,,,
Senegal,Population,Persons,Millions,Source: World Development Indicators. Latest actual data: 2017 Primary domestic currency: CFA franc Data last updated: 09/2019,16.766,17.244,2017
Serbia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",51.523,55.437,2018
Serbia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",129.298,137.126,2018
Serbia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,397.69","7,991.58",2018
Serbia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.091,0.092,2018
Serbia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2018 Notes: The Labor Force Survey is conducted every quarter since Q1 2014. Employment type: Harmonized ILO definition. The methodology is harmonized with ILO and Eurostat. Primary domestic currency: Serbian dinar Data last updated: 08/2019,13.122,12.84,2018
Serbia,Population,Persons,Millions,Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2018 Primary domestic currency: Serbian dinar Data last updated: 08/2019,6.965,6.937,2018
Seychelles,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.644,1.67,2017
Seychelles,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.056,3.219,2017
Seychelles,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","17,052.23","17,178.63",2015
Seychelles,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.002,0.002,2017
Seychelles,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2015 Employment type: National definition Primary domestic currency: Seychelles rupee Data last updated: 09/2019,3,3,2015
Seychelles,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Seychelles rupee Data last updated: 09/2019,0.096,0.097,2015
Sierra Leone,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.229,4.405,2017
Sierra Leone,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.079,13.958,2017
Sierra Leone,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",546.645,557.073,2017
Sierra Leone,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.009,0.009,2017
Sierra Leone,Unemployment rate,Percent of total labor force,,,,,
Sierra Leone,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Sierra Leonean leone Data last updated: 08/2019,7.737,7.907,2017
Singapore,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",362.818,369.627,2018
Singapore,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",585.055,602.594,2018
Singapore,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","63,987.07","64,829.22",2018
Singapore,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.412,0.403,2018
Singapore,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition. Prior to 1986 unemployment data excludes non-residents. Primary domestic currency: Singapore dollar Data last updated: 09/2019,2.2,2.2,2018
Singapore,Population,Persons,Millions,"Source: National Statistics Office Latest actual data: 2018. Data is reported as of mid-year, as opposed to end-year. Primary domestic currency: Singapore dollar Data last updated: 09/2019",5.67,5.702,2018
Slovak Republic,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",106.552,111.874,2018
Slovak Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",199.722,209.186,2018
Slovak Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","19,547.66","20,494.63",2018
Slovak Republic,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.141,0.14,2018
Slovak Republic,Unemployment rate,Percent of total labor force,,Source: Haver Analytics. National Statistical Office Latest actual data: 2018 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2019,5.951,5.868,2018
Slovak Republic,Population,Persons,Millions,Source: Haver Analytics. National Statistical Office Latest actual data: 2018 Primary domestic currency: Euro Data last updated: 09/2019,5.451,5.459,2018
Slovenia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",54.154,56.854,2018
Slovenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",79.591,83.553,2018
Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","26,170.25","27,452.32",2017
Slovenia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.056,0.056,2018
Slovenia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2017 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2019,4.453,4.547,2017
Slovenia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Euro Data last updated: 09/2019,2.069,2.071,2017
Solomon Islands,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.44,1.532,2018
Solomon Islands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.476,1.548,2018
Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,246.72","2,338.31",2015
Solomon Islands,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.001,0.001,2018
Solomon Islands,Unemployment rate,Percent of total labor force,,,,,
Solomon Islands,Population,Persons,Millions,"Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2015 Primary domestic currency: Solomon Islands dollar Data last updated: 09/2019",0.641,0.655,2015
Somalia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.958,5.218,2018
Somalia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.66,13.324,2018
Somalia,"Gross domestic product per capita, current prices",U.S. dollars,Units,,,,
Somalia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.009,0.009,2018
Somalia,Unemployment rate,Percent of total labor force,,,,,
Somalia,Population,Persons,Millions,,,,
South Africa,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",358.839,369.854,2018
South Africa,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",809.034,833.996,2018
South Africa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,100.35","6,193.17",2018
South Africa,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.57,0.558,2018
South Africa,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: South African rand Data last updated: 09/2019,27.855,28.427,2018
South Africa,Population,Persons,Millions,"Source: IFS until 2000, then National Statistics Office from 2002. Latest actual data: 2018 Primary domestic currency: South African rand Data last updated: 09/2019",58.823,59.72,2018
South Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.681,3.355,2017
South Sudan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",21.435,23.656,2017
South Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",275.184,243.267,2008
South Sudan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.015,0.016,2017
South Sudan,Unemployment rate,Percent of total labor force,,,,,
South Sudan,Population,Persons,Millions,Source: Population Census 2008 Latest actual data: 2008 Primary domestic currency: South Sudanese pound Data last updated: 08/2019,13.378,13.793,2008
Spain,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,397.87","1,440.40",2018
Spain,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,940.54","2,015.61",2018
Spain,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","29,961.11","30,734.12",2018
Spain,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",1.368,1.348,2018
Spain,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2019,13.941,13.164,2018
Spain,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Notes: There is a break in series starting 2002 Primary domestic currency: Euro Data last updated: 09/2019,46.656,46.866,2018
Sri Lanka,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",86.566,92.111,2018
Sri Lanka,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",304.826,321.856,2018
Sri Lanka,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,946.59","4,152.21",2017
Sri Lanka,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.215,0.215,2018
Sri Lanka,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2017 Primary domestic currency: Sri Lanka rupee Data last updated: 09/2019,4.4,4.4,2017
Sri Lanka,Population,Persons,Millions,Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2017 Primary domestic currency: Sri Lanka rupee Data last updated: 09/2019,21.934,22.184,2017
St. Kitts and Nevis,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.032,1.087,2018
St. Kitts and Nevis,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.729,1.825,2018
St. Kitts and Nevis,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","18,245.90","19,023.75",2015
St. Kitts and Nevis,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.001,0.001,2018
St. Kitts and Nevis,Unemployment rate,Percent of total labor force,,,,,
St. Kitts and Nevis,Population,Persons,Millions,Source: United Nations Latest actual data: 2015 Primary domestic currency: Eastern Caribbean dollar Data last updated: 08/2019,0.057,0.057,2015
St. Lucia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.992,2.103,2018
St. Lucia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.606,2.743,2018
St. Lucia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,075.92","11,619.21",2015
St. Lucia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.002,0.002,2018
St. Lucia,Unemployment rate,Percent of total labor force,,,,,
St. Lucia,Population,Persons,Millions,Source: United Nations Latest actual data: 2015 Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2019,0.18,0.181,2015
St. Vincent and the Grenadines,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.856,0.893,2018
St. Vincent and the Grenadines,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.375,1.435,2018
St. Vincent and the Grenadines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,750.79","8,080.90",2016
St. Vincent and the Grenadines,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.001,0.001,2018
St. Vincent and the Grenadines,Unemployment rate,Percent of total labor force,,,,,
St. Vincent and the Grenadines,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2019,0.11,0.111,2016
Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",30.873,33.69,2016
Sudan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",175.987,176.762,2016
Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",714.295,759.706,2011
Sudan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.124,0.118,2016
Sudan,Unemployment rate,Percent of total labor force,,"Source: Ministry of Labor and Civil Service and Human Resource Development and staff estimates., World Bank estimates. Latest actual data: 2011 Employment type: Not applicable Primary domestic currency: Sudanese pound Data last updated: 09/2019",22.1,21,2011
Sudan,Population,Persons,Millions,"Source: United Nations Population Division of Department of Economic and Social Affairs, World Bank, and Central Bureau of Statistics, Sudan . Latest actual data: 2011 Primary domestic currency: Sudanese pound Data last updated: 09/2019",43.222,44.345,2011
Suriname,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.774,4.162,2017
Suriname,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",9.289,9.711,2017
Suriname,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,310.95","6,875.92",2016
Suriname,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.007,0.006,2017
Suriname,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Data published by the Central Bank of Suriname (Table 23), compiled by the National Statistics Office. Latest actual data: 2016 Employment type: National definition Primary domestic currency: Surinamese dollar Data last updated: 09/2019",7.27,6.836,2016
Suriname,Population,Persons,Millions,Source: National Statistics Office. Data published by the Central Bank of Suriname (Table 23). Latest actual data: 2016. Estimated mid-year population Notes: As published by the Central Bank of Suriname Primary domestic currency: Surinamese dollar Data last updated: 09/2019,0.598,0.605,2016
Sweden,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",528.929,540.785,2018
Sweden,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",563.882,583.481,2018
Sweden,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","51,241.91","51,892.08",2018
Sweden,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.397,0.39,2018
Sweden,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Swedish krona Data last updated: 09/2019,6.469,6.711,2018
Sweden,Population,Persons,Millions,Source: National Statistics Office. National Statistics Office Latest actual data: 2018 Primary domestic currency: Swedish krona Data last updated: 09/2019,10.322,10.421,2018
Switzerland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",715.36,749.424,2017
Switzerland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",565.646,584.139,2017
Switzerland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","83,716.81","86,673.50",2017
Switzerland,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.399,0.391,2017
Switzerland,Unemployment rate,Percent of total labor force,,Source: IMF Staff Estimates Latest actual data: 2018 Employment type: National definition Primary domestic currency: Swiss franc Data last updated: 09/2019,2.821,2.796,2018
Switzerland,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Swiss franc Data last updated: 09/2019,8.545,8.647,2018
Syria,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,2010
Syria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,2010
Syria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,2010
Syria,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,2010
Syria,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2010 Employment type: National definition Primary domestic currency: Syrian pound Data last updated: 08/2015,n/a,n/a,2010
Syria,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2010 Primary domestic currency: Syrian pound Data last updated: 08/2015,n/a,n/a,2010
Taiwan Province of China,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",586.104,603.031,2018
Taiwan Province of China,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,300.21","1,351.65",2018
Taiwan Province of China,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","24,827.90","25,525.81",2018
Taiwan Province of China,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.917,0.904,2018
Taiwan Province of China,Unemployment rate,Percent of total labor force,,"Source: CEIC Latest actual data: 2018 Employment type: National definition. Labor Force It is defined as those civilians who, during the reference week, are 15 years of age or over and who are available to work, including both the employed and the unemployed. Employed Population Including all persons who, during the reference week, work for pay or work for 15 hours or more as unpaid family workers.  Unemployed Population Including all the persons who, during the reference week, are 15 years of age or over and under the following conditions: - No job - Available to work - Seeking for a job, or had sought work waiting for result.  Besides, the unemployed population also includes the persons who are waiting to recall or start a new job but not working and paid yet Primary domestic currency: New Taiwan dollar Data last updated: 09/2019",3.8,3.8,2018
Taiwan Province of China,Population,Persons,Millions,Source: CEIC Latest actual data: 2018 Primary domestic currency: New Taiwan dollar Data last updated: 09/2019,23.607,23.624,2018
Tajikistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.152,8.632,2017
Tajikistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",33.351,35.543,2017
Tajikistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",877.34,910.982,2014
Tajikistan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.024,0.024,2017
Tajikistan,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Employment type: National definition Primary domestic currency: Tajik somoni Data last updated: 08/2019,n/a,n/a,
Tajikistan,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2014 Primary domestic currency: Tajik somoni Data last updated: 08/2019,9.292,9.475,2014
Tanzania,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",62.224,67.241,2018
Tanzania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",191.631,206.582,2018
Tanzania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,104.79","1,159.30",2012
Tanzania,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.135,0.138,2018
Tanzania,Unemployment rate,Percent of total labor force,,,,,
Tanzania,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2012 Primary domestic currency: Tanzania shilling Data last updated: 09/2019,56.322,58.001,2012
Thailand,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",529.177,557.309,2018
Thailand,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,383.02","1,452.88",2018
Thailand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,791.95","8,193.82",2018
Thailand,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.975,0.972,2018
Thailand,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Labour Force Survey, downloaded from CEIC Latest actual data: 2018 Employment type: National definition Primary domestic currency: Thai baht Data last updated: 09/2019",1.2,1.2,2018
Thailand,Population,Persons,Millions,"Source: National Statistics Office. Labour Force Survey, downloaded from CEIC Latest actual data: 2018 Primary domestic currency: Thai baht Data last updated: 09/2019",67.913,68.016,2018
Timor-Leste,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.938,3.132,2017
Timor-Leste,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.823,7.07,2017
Timor-Leste,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,262.84","2,356.91",2015
Timor-Leste,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.005,0.005,2017
Timor-Leste,Unemployment rate,Percent of total labor force,,,,,
Timor-Leste,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2015. Population and Housing Census 2015 Preliminary Results Primary domestic currency: U.S. dollar Data last updated: 08/2019,1.299,1.329,2015
Togo,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.502,5.995,2016
Togo,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14.962,16.068,2016
Togo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",671.4,713.653,2016
Togo,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.011,0.011,2016
Togo,Unemployment rate,Percent of total labor force,,,,,
Togo,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2017 Primary domestic currency: CFA franc Data last updated: 08/2019,8.195,8.401,2017
Tonga,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.488,0.509,2018
Tonga,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.65,0.688,2018
Tonga,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,862.27","5,083.48",2018
